,Employee_Name,Employee_Id,Project_Id,Start_Date,End_Date,Allocated_Days,Completed_In_Days,Login_Time,Logout_Time,isOnTime,Joining_Date,Appraisal_Cycles,YearsInCompany,Complaints_received,average_monthly_hours,Behavior
8840,Joseph Bell,8840,1376,2014-11-09,2017-11-29,1116,1116,9:0,8:59,0,2014-09-03,2,6,3,189,Good
8841,Corrine Rodriguez,8841,3105,2016-08-09,2019-02-02,905,907,8:21,7:15,0,2015-09-20,3,5,3,112,Average
8842,Doris Cox,8842,7238,2004-06-10,2006-11-18,896,891,8:50,7:40,0,2004-04-19,0,17,8,163,Below Average
8843,Rebecca Wahlman,8843,4232,2015-04-11,2017-03-12,701,701,10:40,8:57,0,2014-12-13,3,6,2,162,Good
8844,Tommy Harritt,8844,2226,2015-11-14,2018-04-13,889,881,8:26,8:23,0,2015-08-21,0,5,3,149,Average
8845,Rachael Fleming,8845,1182,2010-09-12,2016-05-10,2061,2067,10:52,7:23,1,2009-10-10,10,11,1,238,Excellent
8846,Tina Gilliss,8846,5768,2011-10-13,2018-10-06,2557,2550,10:3,7:44,1,2011-05-27,0,10,3,160,Average
8847,Leslie Bell,8847,4542,2010-12-03,2020-08-30,3552,3558,9:33,8:56,1,2010-08-22,9,10,1,263,Excellent
8848,Rose Dantzler,8848,7479,2016-05-16,2019-12-08,1306,1301,9:30,7:24,0,2015-10-16,3,5,2,271,Good
8849,Roland Thibeaux,8849,2410,2001-02-04,2001-05-21,102,106,10:34,7:31,1,2000-07-26,13,20,5,221,Good
8850,Hazel Rogers,8850,2283,2017-03-11,2019-07-11,852,852,9:55,8:32,1,2017-02-07,0,4,1,255,Excellent
8851,Charles Danz,8851,6872,2011-05-22,2020-10-05,3421,3424,10:54,7:7,1,2011-01-04,1,10,5,170,Average
8852,James Schreckengost,8852,2482,2003-01-19,2009-05-18,2315,2311,8:3,7:16,0,2003-01-13,13,18,3,190,Good
8853,Thelma Brown,8853,4218,2008-05-23,2019-12-13,4212,4221,9:10,7:41,1,2007-06-26,0,13,8,216,Below Average
8854,Sandra Opal,8854,2452,2014-11-17,2015-04-19,160,153,8:23,8:51,1,2014-10-18,1,6,1,249,Excellent
8855,Eric Garnett,8855,4661,2011-02-05,2018-11-11,2830,2836,10:43,7:4,0,2011-01-21,4,10,8,174,Below Average
8856,Johnathan Dicken,8856,3700,2018-04-26,2018-05-31,37,35,9:50,7:32,0,2017-06-10,2,3,3,265,Good
8857,David Hernandez,8857,5613,2018-01-19,2021-03-14,1141,1150,9:4,7:15,1,2017-08-07,0,3,2,206,Good
8858,Regena Lawrence,8858,5308,2001-02-01,2005-09-19,1695,1691,8:4,8:59,0,2000-09-30,19,20,2,222,Good
8859,Forrest Hilton,8859,5343,2014-04-16,2016-01-23,647,647,8:48,7:55,1,2013-10-26,2,7,1,152,Average
8860,Bruce Colburn,8860,9262,2017-03-29,2019-10-07,925,922,9:49,8:7,1,2016-10-30,0,4,1,221,Excellent
8861,Eddie Gaunce,8861,4919,2007-07-13,2018-05-31,3968,3975,10:32,7:15,1,2006-09-10,9,14,4,239,Good
8862,Ryan Poe,8862,2075,2018-06-07,2020-04-04,668,667,10:44,7:50,0,2017-10-31,1,3,2,217,Good
8863,Mark Gill,8863,2753,2011-03-01,2016-10-05,2036,2045,9:8,8:38,0,2010-06-25,7,10,5,164,Average
8864,Selma Justis,8864,8136,2014-02-25,2018-03-05,1476,1469,10:1,7:48,0,2013-08-19,5,7,3,142,Average
8865,Lowell Allison,8865,2100,2015-09-27,2018-07-25,1023,1032,8:44,7:18,1,2015-06-12,1,5,3,181,Good
8866,Dorothy Cuevas,8866,2630,2009-03-03,2018-03-05,3289,3289,9:40,8:51,1,2008-09-04,11,12,1,207,Excellent
8867,Anne Debonis,8867,1008,2006-08-11,2020-01-11,4894,4901,8:10,7:19,1,2005-09-07,2,15,7,167,Below Average
8868,Harvey Pullen,8868,7755,2003-06-16,2015-03-12,4295,4287,8:14,7:49,1,2002-10-14,11,18,3,243,Good
8869,Beverly Looney,8869,1370,2011-08-29,2016-05-04,1706,1710,8:2,7:22,0,2010-10-31,3,10,8,231,Average
8870,Wanda Heng,8870,3086,2006-12-13,2006-12-14,6,1,8:26,8:33,1,2006-04-05,8,15,2,250,Good
8871,John Jackson,8871,1415,2004-02-22,2019-07-04,5607,5611,9:9,7:23,0,2003-11-11,9,17,7,145,Bad
8872,Thomas Lyons,8872,8792,2009-09-30,2015-06-22,2098,2091,8:23,7:49,1,2009-03-13,4,12,3,190,Good
8873,Donna Eaton,8873,3289,2018-08-28,2020-08-23,720,726,8:15,8:25,1,2018-03-21,1,3,0,128,Average
8874,Trina Mckee,8874,8769,2011-12-20,2015-09-25,1382,1375,8:10,7:39,0,2011-08-10,0,9,8,254,Average
8875,Cheryl Branch,8875,7758,2017-11-02,2019-11-10,731,738,10:23,7:51,1,2017-09-13,0,3,2,145,Average
8876,Sarah Young,8876,1092,2016-04-14,2019-11-24,1327,1319,8:44,8:15,0,2015-09-18,2,5,2,246,Good
8877,Rudolph Hession,8877,7842,2007-11-18,2021-03-05,4856,4856,10:16,8:57,0,2007-10-16,6,13,8,246,Average
8878,Carol Fuller,8878,3097,2003-08-31,2008-09-20,1851,1847,8:57,7:0,0,2003-03-27,0,18,7,236,Average
8879,Barney Carpenter,8879,9857,2017-08-19,2018-01-31,158,165,10:11,7:8,1,2017-05-05,2,4,2,234,Good
8880,Paula Martin,8880,7741,2012-01-31,2018-11-14,2486,2479,10:41,8:28,0,2011-03-16,1,10,7,247,Average
8881,Jorge Cote,8881,4729,2015-08-03,2016-07-16,339,348,10:10,7:19,0,2015-02-09,3,6,6,154,Below Average
8882,Rosaline Asquith,8882,7475,2003-03-20,2019-07-16,5965,5962,9:6,7:1,1,2002-11-30,17,18,1,228,Excellent
8883,Clayton Ray,8883,1100,2004-10-16,2008-02-25,1219,1227,9:8,7:6,1,2004-08-13,12,16,2,209,Good
8884,Julia Kranz,8884,1501,2006-09-20,2017-06-17,3932,3923,8:30,8:10,0,2006-02-05,0,15,7,173,Below Average
8885,Sharon Thiel,8885,2259,2009-04-07,2014-08-06,1947,1947,10:58,7:12,1,2008-06-18,0,12,2,206,Good
8886,James Mcnair,8886,6766,2005-09-30,2007-02-18,515,506,9:36,8:14,0,2005-04-19,3,16,7,151,Bad
8887,Julia Singleton,8887,7505,2010-09-16,2018-01-11,2667,2674,9:28,7:47,1,2009-11-18,8,11,2,196,Good
8888,Michael Benway,8888,3297,2017-04-18,2020-05-10,1118,1118,10:58,8:42,1,2016-09-08,3,4,0,229,Excellent
8889,Melissa Ratliff,8889,2104,2001-01-09,2019-11-19,6883,6888,10:59,7:0,1,2000-07-10,3,20,4,235,Good
8890,Kimberly Dickey,8890,1945,2003-12-26,2010-07-29,2407,2407,9:43,8:2,0,2003-05-30,13,18,3,200,Good
8891,Elnora Williams,8891,9335,2006-11-03,2008-04-16,523,530,9:47,7:40,1,2006-03-09,9,15,8,261,Average
8892,Ted Chandler,8892,5898,2008-08-19,2014-05-30,2115,2110,10:18,7:14,1,2008-02-19,6,13,3,165,Average
8893,Rose Ochs,8893,1076,2011-05-07,2017-12-02,2399,2401,10:19,7:43,0,2011-04-20,6,10,3,165,Average
8894,Sharee Westbrook,8894,3179,2004-08-09,2021-04-27,6109,6105,10:30,7:50,0,2003-11-07,8,17,8,255,Average
8895,Yolanda Crandall,8895,8050,2002-11-24,2011-01-27,2983,2986,9:5,7:13,1,2002-07-30,10,18,4,185,Good
8896,Arthur Gorman,8896,3521,2010-02-19,2010-04-11,54,51,8:20,8:6,1,2009-07-19,3,11,2,229,Good
8897,James Fick,8897,8017,2005-11-27,2017-01-05,4055,4057,8:12,8:27,1,2005-02-28,13,16,0,153,Good
8898,Darnell Hales,8898,1333,2011-09-12,2013-06-22,655,649,10:57,8:28,0,2011-01-13,0,10,8,238,Average
8899,Joseph Galvez,8899,8299,2005-05-11,2017-01-05,4248,4257,10:54,7:1,1,2005-04-19,5,16,7,199,Below Average
8900,Veronica Roger,8900,2248,2002-10-21,2009-03-19,2350,2341,10:10,8:38,1,2002-04-12,13,19,2,185,Good
8901,Carol Jackson,8901,1549,2001-10-26,2012-11-13,4027,4036,10:4,8:22,0,2001-09-14,12,19,9,196,Below Average
8902,Kiley Lahr,8902,4218,2001-12-31,2005-04-19,1206,1205,10:35,8:22,0,2001-09-18,3,19,8,201,Below Average
8903,Gabrielle Goff,8903,4564,2009-12-18,2013-02-27,1158,1167,10:0,8:21,1,2009-02-03,5,12,8,189,Below Average
8904,Alice Tait,8904,8135,2011-05-07,2013-11-29,942,937,9:29,7:43,1,2010-10-12,9,10,0,250,Excellent
8905,Gloria Brown,8905,7175,2017-05-23,2020-12-04,1289,1291,10:53,8:56,1,2017-04-14,3,4,1,254,Excellent
8906,Cassandra Shackleford,8906,1128,2001-10-10,2002-07-22,291,285,10:29,7:11,0,2001-01-23,13,20,7,212,Below Average
8907,David Stockton,8907,1678,2004-03-30,2005-10-28,576,577,8:17,7:55,1,2003-11-23,11,17,4,196,Good
8908,Jose Dix,8908,5627,2010-04-02,2017-06-14,2634,2630,9:39,8:1,0,2010-02-06,8,11,3,146,Average
8909,Lisa Vandam,8909,9177,2001-02-27,2013-03-26,4401,4410,9:6,8:52,0,2000-07-07,7,20,9,250,Below Average
8910,Sharon Schacht,8910,8147,2013-10-07,2017-02-05,1218,1217,9:30,8:1,1,2013-02-04,2,8,3,266,Good
8911,William Lesage,8911,9113,2007-12-09,2017-02-25,3359,3366,8:30,8:49,1,2007-07-03,8,13,4,133,Below Average
8912,Charlie Stifter,8912,4197,2013-08-21,2019-04-22,2074,2070,8:6,7:56,1,2013-06-18,6,7,1,181,Excellent
8913,John Pulis,8913,9644,2003-07-02,2015-01-20,4220,4220,8:59,8:27,0,2003-01-19,12,18,8,282,Average
8914,Alvin Jensen,8914,9731,2008-12-31,2010-07-05,551,551,9:57,7:18,1,2008-11-09,6,12,3,173,Average
8915,James Carr,8915,9206,2014-01-30,2015-01-23,358,358,9:2,7:11,0,2013-12-12,5,7,2,237,Good
8916,Willie Masino,8916,1815,2011-02-03,2014-10-06,1347,1341,10:28,7:14,0,2011-01-20,9,10,3,202,Good
8917,Chelsey Mcalister,8917,5624,2010-12-16,2011-08-14,232,241,10:48,8:36,0,2010-07-04,0,10,9,162,Bad
8918,Shawn Butt,8918,6016,2011-11-24,2013-05-03,535,526,10:3,7:1,1,2011-01-04,8,10,1,248,Excellent
8919,Natalie Carlson,8919,5841,2010-06-07,2013-08-12,1156,1162,8:9,7:26,1,2010-03-21,7,11,0,165,Good
8920,Kathleen Wood,8920,4733,2016-07-06,2018-03-14,618,616,8:6,7:42,0,2015-10-29,2,5,3,216,Good
8921,Christopher Salazar,8921,3111,2015-07-07,2018-12-05,1242,1247,9:1,7:9,0,2015-03-01,5,6,3,143,Average
8922,Arlene Mcrae,8922,1963,2014-09-07,2016-04-09,586,580,9:27,7:26,0,2013-11-12,1,7,8,254,Below Average
8923,Sylvia Olson,8923,5642,2018-12-18,2020-06-21,542,551,8:38,7:16,0,2018-03-02,1,3,6,186,Below Average
8924,Marion Aldridge,8924,9713,2013-06-04,2021-01-27,2796,2794,8:8,7:19,1,2012-06-24,5,8,0,245,Excellent
8925,Misty Terkelsen,8925,4041,2016-04-10,2019-11-06,1299,1305,9:30,7:59,1,2015-12-24,4,5,1,157,Average
8926,Wesley Sova,8926,2508,2001-02-12,2003-06-06,849,844,9:58,7:35,1,2000-12-16,19,20,0,184,Excellent
8927,April Porter,8927,3021,2008-04-07,2015-03-26,2540,2544,9:5,8:56,1,2007-05-28,7,14,6,210,Average
8928,Jessica Buettner,8928,3670,2015-12-09,2018-04-23,874,866,9:39,7:39,0,2015-07-01,3,5,3,137,Average
8929,Carol Uresti,8929,4339,2013-12-28,2014-04-20,107,113,9:52,7:44,1,2013-02-18,0,8,6,145,Below Average
8930,Dustin Diggs,8930,9839,2008-08-04,2020-11-20,4493,4491,8:27,8:35,1,2008-02-22,4,13,3,181,Good
8931,Larry Marks,8931,9525,2012-01-08,2020-01-03,2910,2917,8:48,8:0,0,2011-03-24,9,10,5,174,Good
8932,Edward Stevens,8932,1627,2008-08-02,2020-11-24,4504,4497,10:25,8:52,1,2008-02-28,0,13,2,183,Good
8933,Ron Williams,8933,3337,2017-02-11,2017-11-15,269,277,8:41,7:4,0,2017-01-18,1,4,4,171,Average
8934,Evangeline Cordova,8934,8120,2005-03-11,2011-01-30,2160,2151,10:25,7:56,0,2004-04-24,8,17,8,190,Below Average
8935,William Hakimian,8935,6649,2010-04-20,2015-12-25,2067,2075,8:21,7:18,1,2009-06-02,8,11,3,142,Average
8936,Melvin Blattner,8936,2498,2007-04-08,2012-05-17,1873,1866,9:11,8:45,0,2007-02-17,6,14,8,198,Below Average
8937,Karen Whitted,8937,9815,2012-11-03,2019-03-25,2324,2333,10:10,8:42,1,2012-04-10,8,9,3,185,Good
8938,Susan Le,8938,4412,2012-11-04,2020-08-27,2859,2853,8:34,7:46,1,2012-10-07,5,8,0,171,Good
8939,Angie Hillian,8939,6522,2005-05-21,2019-07-12,5160,5165,10:10,8:13,0,2004-10-01,3,16,7,264,Average
8940,Dominica Bacote,8940,5080,2005-11-26,2009-01-24,1161,1155,9:36,8:33,0,2005-07-31,7,15,7,175,Below Average
8941,Jeremy Colon,8941,2866,2011-04-04,2019-12-28,3187,3190,8:57,8:40,0,2010-08-25,3,10,8,210,Average
8942,Charles Altizer,8942,1443,2003-04-19,2021-04-17,6578,6573,8:5,7:39,1,2002-10-24,9,18,3,212,Good
8943,Merry Allen,8943,5291,2010-06-21,2021-01-23,3864,3869,10:50,8:6,0,2009-08-24,5,11,8,97,Bad
8944,George Sanges,8944,8711,2010-08-25,2010-11-20,93,87,10:54,8:37,0,2009-10-12,4,11,7,214,Below Average
8945,Shirley Meder,8945,8891,2012-04-05,2020-02-20,2875,2877,9:51,7:5,1,2011-10-19,8,9,1,244,Excellent
8946,Lori Cavallaro,8946,3928,2012-08-03,2013-03-01,214,210,10:50,7:33,1,2011-08-05,7,9,1,246,Excellent
8947,Zoe Jones,8947,6446,2011-09-26,2012-07-28,301,306,9:8,8:2,0,2011-09-11,2,9,8,115,Bad
8948,Debbie Ray,8948,7503,2005-10-02,2015-08-14,3606,3603,9:16,8:48,1,2005-04-06,7,16,2,237,Good
8949,Earl Smart,8949,2249,2010-12-21,2013-11-12,1057,1057,9:52,7:23,0,2010-09-25,2,10,8,146,Bad
8950,Todd Ross,8950,3661,2006-12-10,2014-11-23,2907,2905,10:3,8:28,0,2006-08-10,0,14,7,159,Bad
8951,Alicia Johnson,8951,5216,2010-02-28,2016-08-08,2353,2353,9:52,8:19,1,2009-04-22,2,12,2,246,Good
8952,Jeffrey Powell,8952,1875,2001-07-16,2018-11-07,6323,6323,10:55,7:7,0,2001-01-21,19,20,2,226,Good
8953,Frances Karo,8953,8762,2016-04-10,2016-04-19,5,9,10:40,7:12,0,2015-09-21,1,5,3,261,Good
8954,Brian Echols,8954,7919,2007-10-18,2019-12-03,4430,4429,10:23,7:35,0,2007-02-15,6,14,8,242,Average
8955,Phuong Lucy,8955,7974,2006-12-05,2007-06-26,198,203,10:10,7:22,1,2006-03-30,13,15,0,177,Good
8956,Kimberley Maynard,8956,2593,2006-08-26,2013-12-07,2663,2660,8:23,8:13,0,2005-09-20,2,15,8,144,Bad
8957,Alisha Oneill,8957,7833,2009-12-07,2016-05-03,2339,2339,8:58,7:57,1,2009-01-08,1,12,2,221,Good
8958,Esther Mcfarland,8958,6951,2018-10-05,2019-07-16,285,284,8:41,7:18,0,2018-05-26,0,3,2,265,Good
8959,Paul Stocks,8959,4668,2009-08-11,2018-06-23,3232,3238,10:33,8:45,1,2008-08-16,7,12,3,224,Good
8960,Duane Schmitz,8960,9738,2013-06-19,2014-09-28,468,466,8:18,8:49,1,2012-07-03,6,8,1,167,Good
8961,Thanh Bishop,8961,9370,2013-01-18,2014-04-06,435,443,8:35,8:39,1,2013-01-16,4,8,2,245,Good
8962,Antony Boyles,8962,1095,2009-01-16,2010-06-27,529,527,9:38,8:56,0,2008-04-09,11,13,2,232,Good
8963,Deborah Petrarca,8963,7005,2013-05-19,2014-01-21,242,247,9:46,7:43,1,2012-08-13,7,8,1,229,Excellent
8964,Linda Nguyen,8964,4515,2005-04-12,2020-09-25,5650,5645,8:56,7:53,1,2004-05-23,1,17,3,128,Average
8965,Dianne Grisson,8965,4138,2004-09-22,2009-04-16,1658,1667,8:20,7:22,0,2004-07-09,14,16,4,211,Average
8966,Lillie Mercado,8966,1022,2003-03-29,2018-09-05,5644,5639,9:49,8:58,1,2003-02-23,5,18,3,194,Good
8967,Stephanie Draper,8967,3053,2012-02-07,2019-07-06,2705,2706,10:28,8:3,0,2011-11-19,6,9,3,214,Good
8968,Linda Hurt,8968,3021,2001-08-20,2007-04-02,2052,2051,10:44,7:47,1,2001-05-04,8,20,3,216,Good
8969,Lacy Ross,8969,7344,2007-02-06,2019-02-02,4373,4379,9:59,8:26,1,2006-09-26,6,14,4,222,Good
8970,Dallas Hunter,8970,7793,2007-11-17,2020-04-20,4545,4538,10:6,8:15,1,2007-06-08,2,13,3,144,Average
8971,Marion Franks,8971,4673,2009-07-23,2020-05-26,3960,3960,9:12,7:51,0,2009-05-09,0,12,8,287,Average
8972,April Re,8972,9610,2013-01-07,2017-11-13,1775,1771,9:8,7:10,0,2012-11-07,7,8,3,224,Good
8973,Ninfa Davis,8973,9016,2007-12-01,2016-01-05,2956,2957,9:31,7:31,1,2007-03-30,9,14,1,157,Average
8974,Mary Estey,8974,7416,2015-03-13,2016-11-13,615,611,8:8,7:9,1,2014-08-02,0,6,2,216,Good
8975,Virginia Barkley,8975,1934,2011-05-03,2011-05-30,23,27,8:35,8:33,1,2010-11-14,7,10,1,181,Good
8976,Arlene Mcclure,8976,4281,2009-04-24,2016-08-12,2676,2667,10:44,7:44,0,2009-03-08,0,12,7,133,Bad
8977,Holly Macchia,8977,2218,2001-12-29,2011-07-08,3477,3478,10:48,7:31,1,2001-08-12,1,19,5,154,Average
8978,Mary Mills,8978,3877,2015-04-18,2021-02-07,2122,2122,9:50,7:40,0,2014-10-27,2,6,3,265,Good
8979,Francisca Long,8979,2496,2011-10-27,2017-03-19,1970,1970,8:17,7:44,0,2010-11-22,7,10,3,113,Average
8980,Derick Hanson,8980,1329,2017-10-13,2020-05-14,948,944,8:15,8:25,1,2017-08-22,1,3,1,280,Excellent
8981,Steven Hides,8981,3002,2005-07-17,2009-10-16,1549,1552,8:37,7:32,1,2004-09-28,4,16,5,213,Good
8982,Dora Perryman,8982,7532,2016-02-12,2019-09-20,1318,1316,9:33,8:3,1,2015-06-11,0,5,0,255,Excellent
8983,April Carlson,8983,1419,2002-08-01,2006-12-14,1596,1596,9:47,7:43,1,2002-02-25,2,19,2,243,Good
8984,Peggy Mcgaugh,8984,9635,2009-01-06,2021-04-10,4480,4477,10:26,7:10,1,2008-08-24,8,12,0,206,Excellent
8985,Michael Lyons,8985,9854,2007-05-02,2019-08-06,4475,4479,10:2,7:55,0,2006-06-26,1,14,8,149,Bad
8986,Rebecca Seda,8986,5124,2004-05-26,2016-12-03,4582,4574,10:51,7:22,1,2004-02-10,10,17,2,273,Good
8987,Alfred Quinlan,8987,1181,2017-08-27,2018-06-03,276,280,10:52,8:3,0,2016-08-29,3,4,3,226,Good
8988,Debbie Payton,8988,1071,2011-08-20,2011-12-26,130,128,9:3,8:38,0,2011-05-17,4,10,7,238,Average
8989,Christina Bates,8989,1806,2008-02-20,2012-04-30,1525,1531,10:44,8:2,0,2007-10-24,3,13,7,226,Average
8990,Virginia Essig,8990,6072,2007-01-02,2015-04-04,3015,3014,10:11,8:44,0,2006-02-14,8,15,7,199,Below Average
8991,Cynthia Hornsby,8991,7136,2016-06-15,2018-08-01,775,777,8:3,7:40,0,2016-05-31,2,5,3,202,Good
8992,Michael Beaman,8992,5650,2009-01-09,2011-11-10,1042,1035,10:2,7:20,1,2008-12-30,3,12,3,152,Average
8993,Carla Viens,8993,8849,2015-12-23,2018-08-01,952,952,9:22,7:42,1,2015-06-22,0,5,0,167,Good
8994,Alexis Jory,8994,8107,2004-06-25,2009-06-10,1816,1811,10:28,7:31,0,2003-12-28,10,17,8,130,Bad
8995,Adriana Santoro,8995,8221,2011-06-05,2013-05-08,698,703,8:33,7:42,1,2011-05-01,2,10,5,229,Good
8996,Crystal Carmen,8996,1948,2007-10-10,2010-05-13,949,946,8:16,8:24,0,2006-10-10,1,14,7,261,Average
8997,Kathryn Kinnard,8997,5867,2014-12-09,2015-01-28,44,50,8:42,8:27,1,2014-08-17,1,6,3,182,Good
8998,Whitney Tomlinson,8998,6402,2004-12-19,2013-01-01,2944,2935,9:14,7:31,1,2004-10-08,7,16,3,198,Good
8999,Alice Kimura,8999,5011,2001-04-06,2009-04-03,2915,2919,10:32,7:48,0,2000-07-26,2,20,7,244,Average
9000,Viola Mcallister,9000,5826,2016-09-09,2018-12-22,841,834,8:2,7:28,1,2016-02-22,2,5,0,275,Excellent
9001,Joan Hernandez,9001,9946,2015-05-20,2020-12-20,2040,2041,9:45,7:30,0,2014-11-04,1,6,1,245,Good
9002,John Myers,9002,9454,2013-02-23,2019-10-30,2446,2440,8:48,8:45,0,2012-10-10,2,8,8,147,Bad
9003,Muriel Hollyfield,9003,2083,2012-01-07,2013-03-15,426,433,10:24,8:14,0,2011-10-05,7,9,5,275,Good
9004,Melvin Kratochvil,9004,5348,2013-06-05,2017-10-30,1612,1608,9:10,8:37,1,2012-09-24,5,8,0,167,Good
9005,Gladys Grooms,9005,1022,2006-04-08,2006-04-28,11,20,8:39,7:25,0,2005-11-26,9,15,10,149,Bad
9006,Jose Gillan,9006,3691,2002-10-18,2013-08-31,3970,3970,9:12,8:40,0,2002-07-29,14,18,3,233,Good
9007,Kay Richards,9007,1473,2001-10-21,2006-06-13,1689,1696,9:9,7:46,0,2000-11-20,15,20,7,167,Average
9008,Barbara Durr,9008,4148,2007-01-02,2020-10-02,5028,5022,9:57,7:56,1,2006-11-29,13,14,0,159,Good
9009,Clint Bell,9009,8413,2016-02-07,2019-03-21,1134,1138,10:42,8:55,1,2015-09-27,2,5,0,195,Good
9010,Justin Blalock,9010,3610,2016-10-23,2017-02-07,107,107,9:28,8:45,0,2016-06-14,0,4,2,229,Good
9011,Maria Tyler,9011,1198,2009-11-19,2015-11-05,2176,2177,8:52,7:18,1,2009-04-07,4,12,4,199,Good
9012,Gertrude Pacheco,9012,2011,2006-05-13,2006-12-10,213,211,9:45,7:55,0,2005-05-27,14,16,3,174,Good
9013,Jessica Nesbitt,9013,3090,2014-01-08,2018-05-14,1585,1587,8:20,8:3,1,2013-11-05,6,7,0,275,Excellent
9014,Kim Graham,9014,2933,2007-09-25,2010-03-01,891,888,8:30,8:38,1,2006-11-11,1,14,3,217,Good
9015,Vincent Edler,9015,7437,2015-04-11,2020-08-27,1958,1965,9:2,8:7,0,2014-08-20,0,6,10,192,Bad
9016,Charles Fetters,9016,6985,2010-06-07,2018-02-21,2823,2816,8:29,8:33,0,2009-08-07,0,11,7,195,Below Average
9017,Lawrence Russell,9017,6445,2012-12-16,2013-01-20,33,35,8:34,8:28,1,2012-04-22,4,9,0,261,Excellent
9018,Dorothy Cooney,9018,1802,2004-12-22,2014-08-12,3525,3520,10:21,8:19,1,2004-11-02,12,16,1,199,Excellent
9019,Roberta Bowman,9019,7158,2012-04-15,2014-02-09,664,665,9:22,7:11,0,2011-10-27,5,9,3,160,Average
9020,Casey Chambers,9020,8585,2013-10-29,2015-08-21,667,661,8:19,7:47,0,2012-10-29,0,8,8,177,Below Average
9021,John Ochoa,9021,9038,2011-03-24,2012-03-24,365,366,9:44,7:22,1,2011-01-29,4,10,4,179,Average
9022,Laura Tierney,9022,8812,2007-05-19,2017-04-14,3618,3618,9:52,8:2,0,2006-12-22,8,14,8,161,Below Average
9023,Gayle Martin,9023,3776,2009-01-19,2012-12-26,1436,1437,9:30,8:54,1,2008-10-09,4,12,4,279,Good
9024,Anthony Soos,9024,7671,2013-06-08,2016-09-03,1188,1183,10:10,8:49,0,2013-04-19,7,8,3,246,Good
9025,Juan Hawkins,9025,1849,2010-07-25,2017-06-30,2525,2532,9:9,7:9,0,2010-03-14,1,11,10,199,Below Average
9026,Edna Gonzalez,9026,7296,2016-10-14,2019-07-21,1012,1010,8:39,8:31,1,2016-05-07,3,5,1,161,Good
9027,Kenneth Fraser,9027,1846,2002-10-04,2009-04-14,2376,2384,8:17,8:45,1,2002-05-01,0,19,8,219,Below Average
9028,Jesus Gonzalez,9028,9135,2001-03-11,2020-03-01,6939,6930,9:44,8:48,0,2000-10-23,14,20,7,162,Below Average
9029,James Crouch,9029,2420,2002-02-25,2014-11-28,4652,4659,9:37,7:6,1,2001-05-02,11,20,7,258,Average
9030,Georgianna Salas,9030,1025,2012-07-26,2016-10-19,1550,1546,10:39,7:54,0,2012-01-12,5,9,3,269,Good
9031,Kelsey Jordan,9031,4372,2005-08-30,2007-06-10,646,649,8:29,8:25,0,2005-03-02,6,16,8,201,Average
9032,Michael Singh,9032,1651,2002-02-26,2003-06-14,481,473,10:59,8:13,0,2002-01-18,12,19,7,278,Average
9033,Marcia Stein,9033,9369,2012-11-18,2016-01-10,1142,1148,8:1,8:49,0,2012-05-18,1,9,7,147,Bad
9034,Sandra Byrd,9034,5143,2005-10-06,2018-04-28,4588,4587,10:14,8:40,1,2005-10-04,7,15,2,247,Good
9035,Catherine Nicholson,9035,4428,2017-03-25,2019-10-20,933,939,8:6,7:21,1,2016-07-11,2,4,0,191,Good
9036,Wanda Rhone,9036,2713,2009-09-23,2019-02-26,3452,3443,8:17,7:44,0,2009-04-14,9,12,3,280,Good
9037,Arthur Ruvalcaba,9037,1781,2012-05-09,2020-08-24,3028,3029,10:3,7:29,0,2011-06-19,2,9,8,191,Average
9038,Wayne Warren,9038,5581,2001-12-05,2012-01-18,3698,3696,8:14,8:51,1,2001-05-01,10,20,3,264,Good
9039,Brett Mcknight,9039,2636,2018-05-18,2019-02-07,262,265,8:26,7:52,1,2018-01-18,1,3,0,236,Excellent
9040,James Caskey,9040,2096,2017-06-01,2017-06-23,28,22,8:11,7:18,1,2017-05-06,0,4,0,271,Excellent
9041,Sandra Smith,9041,2618,2014-12-22,2019-08-01,1682,1683,10:24,7:28,1,2014-08-14,0,6,4,129,Average
9042,Richard Smith,9042,3354,2009-02-10,2016-11-13,2842,2833,8:30,7:2,1,2008-04-24,10,13,1,249,Excellent
9043,Hilda Fars,9043,4064,2008-01-10,2008-08-27,227,230,10:50,7:25,0,2007-10-28,6,13,7,188,Average
9044,Samuel Kane,9044,6528,2009-08-17,2010-02-28,199,195,9:44,7:16,0,2008-12-23,3,12,8,147,Bad
9045,Sally Corn,9045,6054,2001-06-06,2016-07-31,5533,5534,9:22,7:18,0,2001-04-25,15,20,0,273,Good
9046,Joseph Constantine,9046,5155,2013-06-24,2013-09-12,83,80,10:15,8:1,1,2013-05-26,3,8,0,237,Excellent
9047,Bob King,9047,8877,2011-02-09,2016-03-31,1868,1877,9:43,8:6,1,2010-11-14,8,10,3,273,Good
9048,Nathan Hazelip,9048,2653,2006-10-23,2017-01-19,3742,3741,8:36,8:3,0,2006-06-05,6,14,7,190,Below Average
9049,Margaret Harris,9049,1323,2014-08-31,2017-01-18,867,871,10:37,8:52,1,2014-07-27,1,6,3,226,Good
9050,Jeffery Maldonado,9050,9046,2007-10-06,2020-01-19,4489,4488,9:1,7:39,0,2007-07-10,4,13,8,216,Below Average
9051,Edith Campbell,9051,3076,2001-07-03,2006-01-17,1653,1659,9:40,7:44,1,2000-09-08,10,20,6,205,Average
